"logLik" "logLik_se" "Beta" "mu_I" "rho" "mu_R1" "mu_R2"
-73.5902596921642 2.02263413320167 0.00482725445261827 1.90183413874852 0.912563144507604 0.332467532467532 0.554112554112554
-73.97144887898 1.45478214486384 0.00410403275023767 1.67118968737111 0.905720738181099 0.332467532467532 0.554112554112554
-73.4308599574351 1.51973735937005 0.00430103116762335 1.7133169735063 0.919085408776446 0.332467532467532 0.554112554112554
-74.7131977637396 1.08225477015545 0.00495425708223773 1.95245380895224 0.894067555735207 0.332467532467532 0.554112554112554
-73.7967812588508 0.963071165959524 0.00446598745679346 1.97634882208555 0.962458983194661 0.332467532467532 0.554112554112554
-73.869779858723 0.473547901182823 0.00438109736955284 1.92147932701826 0.974839675667179 0.332467532467532 0.554112554112554
-74.0313166660869 1.02491031717678 0.00451059635984877 1.90580357939273 0.956088883440385 0.332467532467532 0.554112554112554
-74.0797477381217 0.788276958057794 0.00440909367468763 1.81740226190096 0.926577646441767 0.332467532467532 0.554112554112554
-73.6137799997798 0.887965732173029 0.00467270274953039 1.89328846024638 0.935840233782238 0.332467532467532 0.554112554112554
-74.2291221358222 0.533160341752947 0.00467424464306707 1.95570974790623 0.934140816824479 0.332467532467532 0.554112554112554
-73.4213450059128 1.85119768093588 0.00453301452810301 2.02859638624659 0.953451972803812 0.332467532467532 0.554112554112554
-74.6029179791038 0.464601690105154 0.00481797975041989 2.05864371896208 0.913304749714063 0.332467532467532 0.554112554112554
-73.4428454676798 0.99258946664325 0.00486846068937172 2.11340231477543 0.960716587513663 0.332467532467532 0.554112554112554
-74.6930714067121 1.03613987530871 0.00474059780083781 2.10183779538436 0.92144255952009 0.332467532467532 0.554112554112554
-74.2984603261599 0.716659524369082 0.00456838212461728 1.83510826821092 0.890651826501012 0.332467532467532 0.554112554112554
-74.1209186992356 1.4351967794087 0.00458760499905195 1.7544882804574 0.901563914819746 0.332467532467532 0.554112554112554
-73.967151814382 0.737789975159285 0.00439048742264395 1.70822369994186 0.902988403554707 0.332467532467532 0.554112554112554
-74.2695848856874 0.92052838839958 0.00428436284706798 1.81549230989738 0.943792945250994 0.332467532467532 0.554112554112554
-73.6945663472086 1.25500362744947 0.00446756717128987 1.81465302129532 0.934320022797337 0.332467532467532 0.554112554112554
-74.0300461133515 0.865240420319618 0.0046543458943263 2.02352599722544 0.944513882288248 0.332467532467532 0.554112554112554
-74.026110495697 1.17201183240953 0.00437102000173391 1.9908184574655 0.96955740219676 0.332467532467532 0.554112554112554
-74.1502439219321 1.82470880678609 0.00483495783023524 2.04682014272907 0.920201458525666 0.332467532467532 0.554112554112554
-74.2015485305406 1.17082301201154 0.00409759080537801 1.65086767235809 0.942618183339492 0.332467532467532 0.554112554112554
-247.383459587958 1.19056258954353 0.266670246703827 0.340875035086067 0.96060111160706 0.332467532467532 0.554112554112554
-289.064403924343 2.23969838572879 0.669879960540713 0.20211901092049 0.88919467950585 0.332467532467532 0.554112554112554
-290.407007299965 2.3904346058905 1.04149471115205 0.18029252117362 0.897021020327023 0.332467532467533 0.554112554112554
-309.642930747081 4.4207717684923 0.501389460088906 0.142261568972758 0.854562717788276 0.332467532467532 0.554112554112554
-243.680545156597 4.17494243931259 0.918361734161938 0.332622034758954 0.980688878787648 0.332467532467532 0.554112554112554
-433.998121155893 0.146632490421417 0.0532444629280778 0.518171431394651 0.992611712800295 0.332467532467532 0.554112554112554
-313.426989813237 3.45449967830299 0.341636308111822 0.0663527735639735 0.87255519629898 0.332467532467533 0.554112554112554
-426.59320802295 4.39437872705254 0.0232342109652087 0.495382564120679 0.87124893649213 0.332467532467532 0.554112554112554
-402.245779599038 4.46738130391491 0.0174182898675866 1.88867248311838 0.924753885026885 0.332467532467532 0.554112554112554
-172.795924711773 3.07931420865832 0.0119867679664842 1.2589208921277 0.915162427403426 0.332467532467532 0.554112554112554
-246.689127375341 2.02811740952992 0.179949245711326 0.325035004908078 0.977107863233725 0.332467532467533 0.554112554112554
-248.782869965326 1.11011062151267 0.616551257233294 0.366072704114425 0.954655504058425 0.332467532467533 0.554112554112554
-246.349393124845 1.3807200894098 0.399234677168221 0.33708729656971 0.979465579782361 0.332467532467532 0.554112554112554
-245.653919285908 1.32160289645135 0.177041661511584 0.365925652890661 0.979026124690932 0.332467532467532 0.554112554112554
-437.525392476519 0.415327837948157 0.0824956649805547 0.351720265896782 0.921150006854966 0.332467532467532 0.554112554112554
-395.848852969256 4.38810044923845 0.0147154855713072 3.02083028268227 0.878957195727408 0.332467532467532 0.554112554112554
-243.235308099361 4.43662121009252 1.61398076252133 0.329060156255109 0.967155002962586 0.332467532467532 0.554112554112554
-245.486830841005 1.73123140568622 1.44672642703004 0.355237286738507 0.985392317912569 0.332467532467532 0.554112554112554
-247.00933926967 1.45111779601791 0.204949349497453 0.318080683001899 0.972278812145705 0.332467532467532 0.554112554112554
-291.729013588253 2.49439773265837 0.550248469431935 0.185107261419894 0.877269046375866 0.332467532467532 0.554112554112554
-292.144010588654 1.44909802314418 0.457671480402622 0.195703681927548 0.877516863999539 0.332467532467532 0.554112554112554
-74.0761918755603 0.423871403429866 0.00458385336443993 2.0231792989964 0.955559034946173 0.332467532467532 0.554112554112554
-73.7787492565806 1.0861130955306 0.0047106675159908 1.88797538281664 0.950358995304416 0.332467532467532 0.554112554112554
-74.0669315384334 1.15410743407968 0.00453837055473082 1.95653551428061 0.958637067382852 0.332467532467532 0.554112554112554
-74.0467359051662 0.487147231373885 0.0045244670174055 1.90626070653326 0.937120033737839 0.332467532467532 0.554112554112554
-72.4240115388056 2.16571672889984 0.00449618755920088 1.93044375647433 0.950472085439624 0.332467532467532 0.554112554112554
-74.0318348062602 0.691579426261017 0.00462113288086417 1.97012592017338 0.951087512126219 0.332467532467532 0.554112554112554
-74.3403476836983 0.57989897541298 0.00435359481732588 1.73913637039419 0.925217113900696 0.332467532467532 0.554112554112554
-73.3633722353121 0.947488424060817 0.00447266946958627 1.8564461257305 0.9702420358324 0.332467532467532 0.554112554112554
-74.4020691925628 0.9427268338774 0.0041764716306217 1.67455384773231 0.927659226792852 0.332467532467532 0.554112554112554
-74.423316261545 0.570003940664065 0.00411861085671242 1.74133319079642 0.961701056392157 0.332467532467532 0.554112554112554
-73.6770835963111 0.72780423680287 0.00478591048917534 2.05177543756734 0.955271391647204 0.332467532467532 0.554112554112554
-74.377615575796 0.463173999258044 0.0046030532017729 2.03212288091169 0.946016135628007 0.332467532467532 0.554112554112554
-73.9136100771332 0.433281500478247 0.00448131846407162 1.91536475403392 0.961041560996926 0.332467532467532 0.554112554112554
-74.4344688636615 1.05280539753767 0.00397552162024973 1.72771945324363 0.947208333150124 0.332467532467532 0.554112554112554
-74.323744301337 0.543741050634388 0.00470535635594601 2.09639139543127 0.953563560050573 0.332467532467532 0.554112554112554
